first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
Sibley,Eliyahu,Female,10,1974-09-09,Social Worker,Health,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,22
Pietrek,Crowe,Male,44,1978-05-30,Senior Quality Engineer,n/a,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,16
Katy,Taffee,Female,29,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,N,ì¸ëë°í ë¥´,Yes,2
Hakim,Burnhard,Male,18,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,é¨è½æ ¼,Yes,6
Caryl,Clara,Male,20,1977-12-09,Information Systems Manager,Property,Mass Customer,N,â£,Yes,10
Fanchon,Fist,Female,82,1979-04-19,VP Accounting,Financial Services,Mass Customer,N,,No,14
Vladimir,Morphet,Male,44,1961-11-19,Librarian,Entertainment,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð,No,16
Hermione,Brereton,U,13,,Assistant Manager,IT,Mass Customer,N,,No,
Edsel,Lester,Male,46,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,14
Sonni,Lindstedt,Female,63,1984-09-16,Professor,Manufacturing,Mass Customer,N,-1.00E+02,No,16
Towny,Beebee,Male,11,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,1
Orbadiah,Kennicott,Male,43,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,N,-1.00E+00,Yes,3
Ashia,Muzzi,Female,16,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,Yes,14
Jordana,Beach,Female,20,1970-08-31,Director of Sales,Manufacturing,Affluent Customer,N,"'""''''""",No,12
Indira,Robotham,Female,36,1971-09-02,Safety Technician IV,Financial Services,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,7
Karly,Ackenhead,Female,65,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,5
Timothee,Mervyn,Male,78,1969-02-07,Statistician II,Manufacturing,High Net Worth,N,1,No,6
Zachery,Monkhouse,Male,55,1992-05-12,Speech Pathologist,Financial Services,Mass Customer,N,â¡,Yes,10
Marna,Showers,Female,9,1962-12-17,,Manufacturing,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,12
Erie,Worswick,Male,37,1995-02-17,Accountant I,n/a,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,3
Vasily,Sturgeon,Male,29,1972-09-01,Community Outreach Specialist,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,14
Nollie,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,1.00E+02,Yes,3
Manda,Forsey,Female,13,1961-01-07,,Retail,Mass Customer,N,1,No,19
Gaby,Harriot,Male,57,1969-12-01,Speech Pathologist,Health,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,10
Dal,Colquhoun,Male,34,1995-06-12,Research Associate,n/a,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,5
Emmye,Flacke,Female,39,1994-06-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Ù¡Ù¢Ù£,Yes,1
Ivory,Roscam,Female,21,1977-09-09,,Financial Services,High Net Worth,N,!@#$%^&*(),Yes,17
Prissie,Dyde,Female,22,1981-06-09,VP Accounting,Financial Services,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,8
Brenden,Dinley,Male,6,1962-07-17,Chief Design Engineer,Property,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,7
Raphaela,Looby,Female,44,1980-05-03,Tax Accountant,n/a,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,16
Idalina,,Female,9,1996-11-25,Web Designer I,Telecommunications,Mass Customer,N,ì¸ëë°í ë¥´,Yes,4
Ulrikaumeko,Heffernon,Female,53,1981-09-24,Operator,Manufacturing,High Net Worth,N,01-Feb,Yes,7
Florry,Folbige,Female,80,1987-04-29,,Argiculture,Mass Customer,N,!@#$%^&*(),Yes,12
Melli,Sperwell,Female,67,1989-03-05,Professor,IT,High Net Worth,N,testâ testâ«,Yes,9
Prinz,Codman,Male,38,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,1.00E+02,Yes,13
Constantin,Rodrigues,Male,59,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,7
Stanwood,Troillet,Male,11,1977-03-08,Computer Systems Analyst III,Financial Services,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,5
Selina,Clow,Female,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5
Olva,Sheehy,Female,75,1989-11-14,Software Consultant,Property,High Net Worth,N,-1,Yes,13
Justinian,Jekyll,Male,85,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,15
Meggy,Delgadillo,Female,21,1979-06-02,Administrative Assistant IV,Health,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,10
Xenia,Willmett,Female,40,1956-04-01,Electrical Engineer,Manufacturing,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,11
Analiese,Grimsditch,Female,68,1978-01-30,VP Quality Control,Property,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,9
Karlis,Alner,Male,11,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,',Yes,9
Witty,Lauthian,Male,48,1977-11-18,Quality Engineer,Telecommunications,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,11
Launce,Lording,Male,73,1977-04-02,Recruiting Manager,n/a,Mass Customer,N,1.00E+02,No,14
Jaime,Simonnin,Male,67,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,N,â¡,No,18
Aurlie,Bolter,Female,75,1965-06-13,Financial Advisor,Financial Services,Mass Customer,N,<img src=x onerror=alert('hi') />,No,8
Jabez,Glasspoole,Male,74,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,21
Gisella,Ravens,Female,30,1978-08-12,Web Designer II,Retail,Mass Customer,N,â©testâ©,No,19
Nerty,Renak,Female,69,1957-01-23,Account Executive,Property,Mass Customer,N,-0.5,Yes,14
Sharla,Creebo,Female,21,1963-04-27,Design Engineer,IT,Affluent Customer,N,á,Yes,9
Suzie,Dahle,Female,45,1978-11-09,Professor,Financial Services,Affluent Customer,N,1.00E+02,Yes,21
Rahal,Woodman,Female,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,20
Luke,Wombwell,Male,76,1955-08-14,Engineer I,Manufacturing,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,14
Ozzy,Olerenshaw,Male,63,1975-03-31,Information Systems Manager,Health,Mass Customer,N,nil,No,13
Petrina,Pollins,Female,56,1958-05-28,Editor,Health,Affluent Customer,N,1/0,Yes,16
Dale,Hursey,Female,20,1977-10-07,,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,13
Arabel,Kayser,Female,92,1975-11-03,Programmer II,Health,Mass Customer,N,ï»¿,Yes,13
Loise,Austins,Female,5,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,4
Rupert,Gilstoun,Male,78,1979-12-07,,Health,High Net Worth,N,(ï½¡â â âï½¡),Yes,6
Gerladina,Cuddon,Female,93,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,0.00E+00,Yes,6
Brenn,Bacon,U,72,,Budget/Accounting Analyst I,IT,Mass Customer,N,,Yes,
Janie,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6
Marya,Milington,Female,32,1972-03-16,Budget/Accounting Analyst III,IT,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,8
Fremont,Trundle,Male,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,16
Chance,Maben,Male,16,1991-05-09,,Manufacturing,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,8
Charmaine,Suller,Female,80,1978-12-05,Systems Administrator II,n/a,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,15
Teodor,Larwell,Male,48,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,â¡,Yes,4
Torey,Kensall,Male,6,1988-12-19,Food Chemist,Health,Affluent Customer,N,á ,Yes,16
Tomlin,,Male,50,1979-11-16,Account Coordinator,n/a,High Net Worth,N,"''''""",Yes,7
Harriette,De Matteis,Female,85,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,17
Ring,Birchall,Male,79,1965-11-06,Accountant I,Health,Affluent Customer,N,"''''""",No,4
Tonnie,McLinden,Male,11,1959-10-11,,IT,Mass Customer,N,á,Yes,19
Blanch,Leyshon,Female,11,1991-05-18,Environmental Specialist,n/a,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,4
Mose,Middler,Male,48,1991-06-07,Librarian,Entertainment,High Net Worth,N,",./;'[]\-=",No,2
Eddi,Mansbridge,Female,44,1969-03-29,Occupational Therapist,Health,Mass Customer,N,â,Yes,12
Christabella,Eldredge,Female,58,1971-08-24,,Health,Affluent Customer,N,1.00E+96,Yes,18
Poul,Dumphy,Male,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,8
Rana,Streets,Female,28,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,14
Hazlett,Goane,Male,11,1963-04-24,,Manufacturing,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,17
Bryn,Whisby,Male,14,1956-04-03,Research Nurse,Health,Mass Customer,N,â¦testâ§,No,17
Nerita,Keppie,Female,14,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,3
Tremain,Breadon,Male,96,1962-10-22,Analyst Programmer,IT,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,12
Nelle,Haworth,Female,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,<script>alert('hi')</script>,Yes,9
Slade,Semark,Male,32,1961-08-19,,Financial Services,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,10
Alfonso,Readett,Male,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,ã,No,7
Wenona,Mahaddie,Female,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,á ,No,20
Osgood,Seeborne,Male,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,Ù¡Ù¢Ù£,No,6
Matilde,MacKeeg,Female,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,17
Marie-jeanne,Mattson,Female,81,1993-09-26,,Manufacturing,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,7
Chad,,Female,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,7
Jennica,Jeeks,Female,89,1988-11-08,Teacher,Retail,High Net Worth,N,ðµ ð ð ð,Yes,21
Esma,Rycroft,Female,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,â°â´âµ,Yes,4
Cobb,Schrinel,Male,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,12
Lou,Yellep,Female,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,nil,No,5
Obadias,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,1/0,No,6
Eada,Coaster,Female,13,1994-04-19,Professor,Financial Services,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,4
Devy,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,18
Matilda,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,-1.00E+02,Yes,13
Delcine,Hansod,Female,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,0/0,No,14
Fritz,Geare,Male,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,4
Atalanta,Stoeck,Female,90,1986-10-24,Geologist IV,n/a,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,7
Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,â¦testâ§,Yes,4
Corena,Postlewhite,Female,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,16
Mariette,Alexsandrev,Female,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,ì¸ëë°í ë¥´,No,11
Everard,,Male,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,6
Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,1,No,22
Alla,Kyles,Female,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,ï¼ï¼ï¼,No,7
Tildi,Kirkup,Female,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,1.00E+02,No,20
Aigneis,MacKall,Female,26,1959-03-11,Health Coach III,Health,High Net Worth,N,"<>?:""{}|_+",Yes,19
Elihu,Cudworth,Male,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Ù¡Ù¢Ù£,Yes,10
Gothart,Coomer,Male,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,No,20
Adriana,Cullerne,Female,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,1.00E+02,Yes,11
Sly,Offord,Male,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,8
Garrek,Rowbotham,Male,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,â©testâ©,No,4
Benny,Jammet,Female,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,13
Frankie,Seydlitz,Male,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,NULL,Yes,14
Burnaby,Stiffkins,Male,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,1,No,7
Faythe,Janaszewski,U,83,,Research Associate,IT,Mass Customer,N,,Yes,
Karlens,Carneck,Male,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,3
Quintin,Dublin,Male,48,1958-08-17,Tax Accountant,n/a,High Net Worth,N,â¢,No,13
Pall,Creek,Male,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,',Yes,8
Phoebe,Kahen,Female,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,12
Leigha,Clawson,Female,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,6
Kev,,Male,58,1962-01-05,Operator,IT,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6
Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14
Skell,Oxenden,Male,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,â¢,Yes,10
Debbi,Petschelt,Female,66,1980-10-22,,Telecommunications,High Net Worth,N,ðµ ð ð ð,No,4
Filbert,Evreux,Male,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,â¦testâ§,Yes,16
Sara-ann,Haddick,Female,49,1969-03-23,,Health,Mass Customer,N,,No,4
Diane,Busk,Female,92,1977-01-27,Systems Administrator II,n/a,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,17
Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,1
Zonnya,Tolland,Female,24,1965-11-27,,Retail,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,15
Dagmar,Panyer,Female,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,20
Daron,,Female,92,1976-12-17,Junior Executive,n/a,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,7
Hashim,Hartwell,Male,68,1966-03-03,,IT,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,7
Helli,Cooksley,Female,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,1.00E+96,Yes,6
Quillan,Shortland,Male,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,á,No,15
Kelsy,Barrowcliff,Female,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,NIL,No,15
Kassi,List,Female,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,ðµ ð ð ð,Yes,14
Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,1.00E+02,Yes,18
Suzie,Ornillos,Female,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,<script>alert('hi')</script>,Yes,7
Zaria,Van der Krui,Female,36,1960-06-21,Desktop Support Technician,n/a,Mass Customer,N,â,Yes,10
