customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
1973,47.0,4,3371.6899999999996,2,1,3,213,Silver,34953 Oak Circle,2153,NSW,Australia,10,Female,52,1980-01-11,Financial Services,High Net Worth,No,5.0,43.777735485593254,35-49
1975,108.0,2,79.15999999999994,1,1,1,111,Bronze,04046 Summit Avenue,4217,QLD,Australia,9,Female,39,1965-10-19,Health,Affluent Customer,No,4.0,58.006638200912526,50-64
1978,152.0,2,166.77999999999994,1,1,1,111,Bronze,3563 Darwin Avenue,3095,VIC,Australia,9,Female,53,1955-01-06,Health,Mass Customer,No,16.0,68.79125390144026,65-79
1980,73.0,8,4822.39,2,4,4,244,Silver,67125 Melody Place,2747,NSW,Australia,8,Male,97,1992-06-20,Health,High Net Worth,Yes,7.0,31.336686045837475,20-34
1983,2.0,4,3061.7999999999997,4,1,3,413,Platinum,19 Barby Parkway,4127,QLD,Australia,4,Female,6,1963-03-10,Entertainment,Affluent Customer,Yes,18.0,60.61860148557957,50-64
1984,48.0,7,7256.08,2,3,4,234,Silver,681 School Avenue,2077,NSW,Australia,10,Male,70,1999-06-01,Health,Mass Customer,Yes,1.0,24.390615969107632,20-34
1987,42.0,3,711.81,3,1,1,311,Silver,427 Rockefeller Drive,2093,NSW,Australia,12,Male,56,1956-06-08,Health,Affluent Customer,No,8.0,67.37028016481322,65-79
1988,134.0,8,6006.4,1,4,4,144,Bronze,5176 Division Hill,3216,VIC,Australia,5,Male,27,1957-04-15,Property,Mass Customer,No,8.0,66.5187910856398,65-79
1989,22.0,4,1659.6399999999999,3,1,1,311,Silver,1 Raven Place,2160,NSW,Australia,6,Female,46,1973-07-21,Property,High Net Worth,Yes,17.0,50.252885557121076,50-64
1991,1.0,10,8256.08,4,4,4,444,Platinum,42554 Burrows Court,2117,NSW,Australia,10,Male,35,1993-09-27,Health,Mass Customer,Yes,8.0,30.066297194594807,20-34
1992,140.0,10,6658.89,1,4,4,144,Bronze,726 Warrior Center,2077,NSW,Australia,10,Female,28,1995-10-21,Manufacturing,Mass Customer,Yes,3.0,28.001915311325472,20-34
1996,13.0,7,2525.43,4,3,2,432,Platinum,6698 Melody Crossing,4556,QLD,Australia,8,Male,4,1985-12-29,Manufacturing,Mass Customer,No,4.0,37.811836117365296,35-49
1999,3.0,7,2424.34,4,3,2,432,Platinum,7875 Fieldstone Pass,4216,QLD,Australia,10,Female,6,1962-08-16,Manufacturing,Mass Customer,Yes,7.0,61.1826103290192,50-64
2001,86.0,8,5347.870000000001,2,4,4,244,Silver,3 Bonner Point,2800,NSW,Australia,4,Female,21,1977-10-06,Manufacturing,Mass Customer,Yes,3.0,46.04198458037275,35-49
2003,219.0,2,214.36999999999995,1,1,1,111,Bronze,064 Fallview Terrace,4500,QLD,Australia,7,Female,80,1962-06-21,Manufacturing,High Net Worth,Yes,8.0,61.335933121410555,50-64
2004,46.0,5,2909.67,2,2,3,223,Silver,32 Sutteridge Trail,2470,NSW,Australia,1,Male,16,1963-06-12,Manufacturing,Affluent Customer,Yes,10.0,60.361238226922644,50-64
2005,5.0,6,4047.83,4,3,3,433,Platinum,3984 Clove Street,3192,VIC,Australia,10,Female,41,1978-08-20,Manufacturing,High Net Worth,No,17.0,45.171330152150404,35-49
2006,147.0,5,2255.61,1,2,2,122,Bronze,4 Rowland Plaza,2324,NSW,Australia,4,Female,33,1999-10-04,Property,High Net Worth,Yes,2.0,24.04837759323407,20-34
2007,23.0,3,4150.16,3,1,4,314,Gold,5157 Maple Wood Circle,2537,NSW,Australia,8,Male,8,1970-04-13,Manufacturing,Mass Customer,Yes,15.0,53.52468443047234,50-64
2008,29.0,6,2209.71,3,3,2,332,Gold,559 Blackbird Street,4580,QLD,Australia,2,Male,77,1993-07-27,Financial Services,Mass Customer,Yes,3.0,30.236047429028094,20-34
2009,5.0,7,2357.3500000000004,4,3,2,432,Platinum,6466 Troy Street,2763,NSW,Australia,8,Female,19,1960-03-16,Health,Affluent Customer,Yes,19.0,63.60018221619005,50-64
2010,34.0,5,2168.7999999999997,3,2,2,322,Gold,7135 Ruskin Avenue,2563,NSW,Australia,11,Male,88,1974-01-31,Manufacturing,High Net Worth,Yes,7.0,49.721731597765306,50-64
2011,315.0,3,560.4800000000001,1,1,1,111,Bronze,5 Loftsgordon Avenue,2068,NSW,Australia,12,Male,68,1978-01-22,Manufacturing,High Net Worth,Yes,12.0,45.74629062361799,35-49
2012,13.0,5,2714.3,4,2,2,422,Platinum,33 Del Mar Junction,2264,NSW,Australia,8,Female,55,1972-09-07,Health,High Net Worth,No,4.0,51.12080207833643,50-64
2013,15.0,8,4367.1,4,4,4,444,Platinum,06069 Hayes Road,2099,NSW,Australia,8,Female,99,1995-08-10,Health,Affluent Customer,Yes,19.0,28.199044615828644,20-34
2014,54.0,6,2872.41,2,3,3,233,Silver,828 Waubesa Pass,2234,NSW,Australia,10,Female,49,1990-05-25,Manufacturing,Mass Customer,Yes,8.0,33.409281650127774,20-34
2015,50.0,6,2970.6000000000004,2,3,3,233,Silver,1 Bobwhite Circle,2230,NSW,Australia,9,Female,6,1974-02-19,Health,Affluent Customer,No,7.0,49.66971136463252,50-64
2016,68.0,6,2390.89,2,3,2,232,Silver,3 Memorial Junction,2126,NSW,Australia,11,Female,89,1998-11-19,Retail,Affluent Customer,Yes,1.0,24.9217699284634,20-34
2017,12.0,5,3692.8599999999997,4,2,3,423,Platinum,644 Mcbride Street,2086,NSW,Australia,11,Male,67,1995-02-11,Financial Services,Affluent Customer,Yes,6.0,28.691867877086576,20-34
2018,35.0,7,2335.54,3,3,2,332,Gold,23700 Dennis Way,2075,NSW,Australia,11,Male,80,1963-01-30,Financial Services,Affluent Customer,No,12.0,60.725379858852115,50-64
2019,52.0,8,4781.23,2,4,4,244,Silver,5795 Comanche Circle,4825,QLD,Australia,2,Female,48,1953-09-13,Entertainment,High Net Worth,No,17.0,70.10544926479474,65-79
2020,43.0,7,4959.639999999999,3,3,4,334,Gold,31 Scofield Trail,3020,VIC,Australia,8,Female,50,1971-05-06,Property,Affluent Customer,Yes,14.0,52.4623765117608,50-64
2024,29.0,6,3558.4100000000003,3,3,3,333,Gold,53358 David Circle,4306,QLD,Australia,3,Female,69,2000-07-14,IT,Mass Customer,Yes,2.0,23.270812003249333,20-34
2026,146.0,4,3447.4399999999996,1,1,3,113,Bronze,9 Melvin Drive,2144,NSW,Australia,7,Female,62,1987-09-18,Property,Mass Customer,Yes,7.0,36.09243051697651,35-49
2028,40.0,7,3648.33,3,3,3,333,Gold,2228 Steensland Terrace,2148,NSW,Australia,8,Female,25,1976-12-10,Retail,Affluent Customer,Yes,18.0,46.8633566824693,35-49
2029,1.0,9,4156.31,4,4,4,444,Platinum,2 Thierer Place,4053,QLD,Australia,8,Male,10,1992-03-10,Manufacturing,Mass Customer,No,7.0,31.6159525605503,20-34
2030,239.0,4,4622.34,1,1,4,114,Bronze,23 Huxley Road,3064,VIC,Australia,7,Male,3,1961-01-09,Property,High Net Worth,No,15.0,62.781548021100484,50-64
2032,5.0,2,978.76,4,1,1,411,Gold,63 Golf Crossing,2217,NSW,Australia,8,Male,98,1983-09-09,Property,Mass Customer,Yes,9.0,40.11715381724962,35-49
2033,11.0,7,4458.72,4,3,4,434,Platinum,1 Sloan Avenue,2176,NSW,Australia,10,Male,36,1971-08-31,Health,High Net Worth,No,10.0,52.142041391943145,50-64
2034,89.0,6,2438.26,1,3,2,132,Bronze,056 Pierstorff Alley,2040,NSW,Australia,11,Female,87,1974-01-10,Manufacturing,Mass Customer,No,8.0,49.77922764491206,50-64
2037,98.0,4,2941.0699999999997,1,1,3,113,Bronze,6950 Morrow Street,2326,NSW,Australia,3,Male,19,1989-01-04,IT,Mass Customer,No,6.0,34.79466259566396,35-49
2038,13.0,4,3207.1700000000005,4,1,3,413,Platinum,8492 Autumn Leaf Center,3214,VIC,Australia,2,Female,9,1959-11-26,Financial Services,Mass Customer,Yes,5.0,63.904089893965775,50-64
2039,199.0,4,2094.48,1,1,2,112,Bronze,91749 Portage Park,2528,NSW,Australia,8,Female,38,1978-03-26,IT,High Net Worth,Yes,7.0,45.57380248217771,35-49
2040,96.0,2,1364.0500000000002,1,1,1,111,Bronze,45 Waubesa Lane,4213,QLD,Australia,9,Male,25,1969-09-05,Retail,Affluent Customer,Yes,12.0,54.127023972009816,50-64
2041,80.0,6,3799.8600000000006,2,3,3,233,Silver,51739 Sundown Hill,2009,NSW,Australia,9,Male,52,1957-10-27,Financial Services,Mass Customer,No,17.0,65.98489921927704,65-79
2042,11.0,3,2006.1800000000003,4,1,2,412,Platinum,95 Butterfield Circle,3352,VIC,Australia,4,Male,65,1968-08-14,Health,Mass Customer,No,17.0,55.18659398371437,50-64
2044,5.0,5,3977.45,4,2,3,423,Platinum,236 Fremont Alley,2156,NSW,Australia,12,Female,84,1998-08-02,Health,Mass Customer,Yes,1.0,25.22020179222515,20-34
2045,55.0,8,4267.67,2,4,4,244,Silver,46031 Hudson Place,2075,NSW,Australia,11,Female,15,1984-07-03,Financial Services,High Net Worth,No,15.0,39.301257529167046,35-49
2047,279.0,1,1215.34,1,1,1,111,Bronze,50532 Hoard Center,4209,QLD,Australia,7,Female,45,1975-04-13,Financial Services,Affluent Customer,Yes,21.0,48.52526623571133,35-49
2048,57.0,6,5350.0,2,3,4,234,Silver,56 Sommers Point,2204,NSW,Australia,8,Female,22,1960-04-13,Financial Services,High Net Worth,No,13.0,63.523520819994374,50-64
2049,76.0,5,2532.7200000000003,2,2,2,222,Silver,0 Red Cloud Place,2217,NSW,Australia,8,Male,21,1962-02-12,Manufacturing,High Net Worth,No,5.0,61.68912312531207,50-64
2051,51.0,6,6140.66,2,3,4,234,Silver,51960 Gulseth Point,2009,NSW,Australia,12,Female,8,1959-06-15,Manufacturing,Affluent Customer,No,20.0,64.35310664311189,65-79
2055,0.0,9,5563.629999999999,4,4,4,444,Platinum,1786 Orin Street,2327,NSW,Australia,3,Male,46,1980-09-14,Retail,High Net Worth,No,7.0,43.10147245486709,35-49
2056,54.0,2,1028.46,2,1,1,211,Bronze,7 Green Ridge Way,2763,NSW,Australia,8,Female,65,1986-03-04,Property,High Net Worth,No,22.0,37.63387216191104,35-49
2057,16.0,6,5006.98,4,3,4,434,Platinum,2807 Northwestern Pass,3182,VIC,Australia,8,Female,99,1959-10-04,Manufacturing,Affluent Customer,Yes,15.0,64.04919896533616,65-79
2058,120.0,7,3634.98,1,3,3,133,Bronze,9362 Grim Plaza,4702,QLD,Australia,1,Female,99,1978-02-04,Argiculture,High Net Worth,No,7.0,45.71069783252714,35-49
2060,5.0,11,5875.139999999999,4,4,4,444,Platinum,74164 Village Green Parkway,3037,VIC,Australia,9,Female,17,1959-01-23,Financial Services,Mass Customer,No,17.0,64.74462734511124,65-79
2062,42.0,5,3465.41,3,2,3,323,Gold,9 Roth Park,4104,QLD,Australia,7,Male,67,1976-08-19,Retail,Mass Customer,No,18.0,47.172740174259005,35-49
2063,9.0,5,1823.0,4,2,2,422,Platinum,18 Buhler Court,3186,VIC,Australia,12,Male,55,1963-06-17,Health,Affluent Customer,No,16.0,60.3475486918877,50-64
2064,106.0,5,3327.0400000000004,1,2,3,123,Bronze,4 Sachtjen Drive,4701,QLD,Australia,3,Male,99,1969-05-19,Health,Mass Customer,Yes,18.0,54.42545583577156,50-64
2065,215.0,4,2071.89,1,1,2,112,Bronze,130 Hayes Crossing,2170,NSW,Australia,9,Male,66,1978-03-13,Retail,Mass Customer,Yes,12.0,45.60939527326857,35-49
2066,90.0,5,2259.2900000000004,1,2,2,122,Bronze,9 Logan Court,2570,NSW,Australia,9,Male,91,1969-12-21,Health,High Net Worth,Yes,12.0,53.834067922262044,50-64
2067,30.0,8,3743.7999999999997,3,4,3,343,Gold,8 Superior Hill,2153,NSW,Australia,10,Male,81,1979-05-05,Health,Mass Customer,No,17.0,44.46495014434737,35-49
2072,8.0,13,4136.84,4,4,4,444,Platinum,692 Leroy Parkway,3043,VIC,Australia,9,Female,30,1960-04-20,Financial Services,Mass Customer,Yes,9.0,63.50435547094545,50-64
2075,4.0,4,2302.5400000000004,4,1,2,412,Platinum,61 Upham Parkway,4558,QLD,Australia,4,Female,95,1973-04-23,Manufacturing,Mass Customer,No,8.0,50.49655928074305,50-64
2076,19.0,8,5576.17,3,4,4,344,Gold,63832 Maple Wood Court,3172,VIC,Australia,9,Female,73,1969-06-03,Manufacturing,Mass Customer,Yes,5.0,54.38438723066673,50-64
2077,227.0,3,2429.72,1,1,2,112,Bronze,27 Rockefeller Plaza,4556,QLD,Australia,8,Female,67,1992-02-26,Financial Services,Mass Customer,Yes,7.0,31.651545351641154,20-34
2078,65.0,5,1976.44,2,2,2,222,Silver,95483 Washington Junction,2505,NSW,Australia,9,Female,15,1989-08-30,Manufacturing,Mass Customer,No,3.0,34.1430407280007,35-49
2081,11.0,5,2531.96,4,2,2,422,Platinum,2444 Aberg Hill,2067,NSW,Australia,12,Female,69,1972-06-21,Financial Services,Mass Customer,No,13.0,51.334358824881534,50-64
2082,1.0,7,2903.17,4,3,3,433,Platinum,73637 Nancy Street,2469,NSW,Australia,1,Female,38,1979-12-07,Health,Affluent Customer,Yes,19.0,43.873562230837855,35-49
2085,27.0,3,2196.3500000000004,3,1,2,312,Gold,73 Muir Trail,3196,VIC,Australia,7,Female,83,1956-05-03,Health,Mass Customer,No,11.0,67.4688448170648,65-79
2086,98.0,3,949.58,1,1,1,111,Bronze,1 Raven Circle,2450,NSW,Australia,7,Male,68,1997-01-03,Financial Services,High Net Worth,No,1.0,26.79723622825053,20-34
2087,55.0,5,1624.1100000000001,2,2,1,221,Silver,6563 Susan Pass,3024,VIC,Australia,7,Male,76,1969-06-08,IT,Mass Customer,Yes,15.0,54.37069769563179,50-64
2088,9.0,6,2927.15,4,3,3,433,Platinum,59 Prentice Lane,4551,QLD,Australia,7,Male,2,1969-10-09,Financial Services,Mass Customer,Yes,14.0,54.033935133772204,50-64
2089,147.0,2,119.32000000000002,1,1,1,111,Bronze,65880 Cascade Drive,2164,NSW,Australia,9,Male,93,1958-01-07,Financial Services,High Net Worth,No,15.0,65.78776991477386,65-79
2090,163.0,2,289.37,1,1,1,111,Bronze,6632 Truax Hill,2230,NSW,Australia,9,Male,63,1964-12-05,Financial Services,Mass Customer,Yes,17.0,58.87729262913487,50-64
2091,211.0,3,2764.6099999999997,1,1,2,112,Bronze,68882 Commercial Crossing,2320,NSW,Australia,3,Female,27,1980-06-22,Argiculture,Mass Customer,No,9.0,43.331456643454125,35-49
2092,16.0,5,3651.0300000000007,4,2,3,423,Platinum,949 Marquette Avenue,3028,VIC,Australia,7,Male,14,1977-12-22,Manufacturing,High Net Worth,No,18.0,45.831165740834635,35-49
2093,60.0,6,3660.48,2,3,3,233,Silver,9953 Kim Lane,2330,NSW,Australia,4,Male,94,1999-09-10,Financial Services,High Net Worth,No,2.0,24.114087361401793,20-34
2095,20.0,10,6194.3,3,4,4,344,Gold,158 Lindbergh Crossing,3136,VIC,Australia,9,Female,69,1989-11-13,Manufacturing,Affluent Customer,No,8.0,33.937697702476555,20-34
2096,132.0,5,4320.42,1,2,4,124,Bronze,72 Ilene Point,2575,NSW,Australia,8,Female,74,1969-05-21,Telecommunications,High Net Worth,Yes,12.0,54.41998002175758,50-64
2097,38.0,6,4647.42,3,3,4,334,Gold,4081 Lighthouse Bay Alley,4053,QLD,Australia,9,Male,38,1988-04-08,Telecommunications,Mass Customer,No,21.0,35.53663539455785,35-49
2098,8.0,6,2293.67,4,3,2,432,Platinum,794 Kennedy Court,4740,QLD,Australia,2,Female,82,1969-12-13,Health,High Net Worth,No,16.0,53.85597117831795,50-64
2099,63.0,7,4576.76,2,3,4,234,Silver,3981 Karstens Place,2570,NSW,Australia,8,Male,40,1959-10-03,Financial Services,High Net Worth,Yes,19.0,64.05193687234315,65-79
2103,14.0,10,6752.629999999999,4,4,4,444,Platinum,0 Waubesa Alley,2265,NSW,Australia,6,Male,94,1975-09-22,Financial Services,Affluent Customer,No,18.0,48.08172530057919,35-49
2104,80.0,8,2341.58,2,4,2,242,Silver,831 Prairieview Trail,4405,QLD,Australia,1,Female,31,1979-01-29,Financial Services,Mass Customer,No,11.0,44.72778921701827,35-49
2105,23.0,5,5155.91,3,2,4,324,Gold,884 Surrey Pass,3912,VIC,Australia,7,Male,29,1971-11-11,Health,High Net Worth,Yes,6.0,51.944912087439974,50-64
2106,3.0,4,3249.41,4,1,3,413,Platinum,60424 Bultman Terrace,2120,NSW,Australia,10,Male,91,1970-03-19,Financial Services,High Net Worth,Yes,13.0,53.59313210564705,50-64
2107,64.0,2,892.5,2,1,1,211,Bronze,882 Merry Trail,4701,QLD,Australia,4,Female,2,1992-07-10,IT,Affluent Customer,Yes,4.0,31.281927905697707,20-34
2108,12.0,3,2077.2999999999997,4,1,2,412,Platinum,47878 Pond Park,4133,QLD,Australia,3,Female,41,1985-11-24,Property,Mass Customer,Yes,18.0,37.9076628626099,35-49
2109,2.0,8,5263.13,4,4,4,444,Platinum,7 Porter Parkway,2261,NSW,Australia,8,Female,14,1965-04-13,Health,High Net Worth,Yes,18.0,58.524102625233354,50-64
2110,26.0,6,2299.87,3,3,2,332,Gold,984 Waubesa Pass,4034,QLD,Australia,6,Male,29,1973-07-31,Manufacturing,High Net Worth,No,14.0,50.22550648705119,50-64
2111,6.0,9,4790.820000000001,4,4,4,444,Platinum,91933 Artisan Avenue,2753,NSW,Australia,9,Male,98,1973-12-28,Property,Affluent Customer,Yes,12.0,49.81482043600291,50-64
2112,2.0,4,3696.4300000000003,4,1,3,413,Platinum,624 Atwood Circle,2164,NSW,Australia,8,Female,64,1993-05-17,Financial Services,Mass Customer,Yes,6.0,30.43043882652428,20-34
2113,33.0,4,2989.64,3,1,3,313,Gold,15 Mcguire Junction,4128,QLD,Australia,6,Female,91,1972-01-06,Manufacturing,Affluent Customer,No,17.0,51.79158929504862,50-64
2114,14.0,6,2997.5600000000004,4,3,3,433,Platinum,21 South Avenue,2076,NSW,Australia,11,Male,78,1954-11-29,Argiculture,High Net Worth,No,19.0,68.89529436770583,65-79
2115,47.0,2,1168.94,2,1,1,211,Bronze,4 Macpherson Street,3143,VIC,Australia,4,Male,17,1975-08-31,Health,Mass Customer,Yes,17.0,48.14195925473294,35-49
2116,105.0,4,4128.629999999999,1,1,4,114,Bronze,5965 Glacier Hill Terrace,3025,VIC,Australia,9,Male,81,1979-01-20,Financial Services,Affluent Customer,Yes,9.0,44.752430380081165,35-49
2117,24.0,5,2724.75,3,2,2,322,Gold,556 Esch Street,2090,NSW,Australia,12,Male,76,1995-06-14,Health,Affluent Customer,No,3.0,28.35510531522699,20-34
2119,67.0,4,2795.3199999999997,2,1,3,213,Silver,2 Dawn Avenue,4118,QLD,Australia,5,Female,51,1985-03-01,Financial Services,Mass Customer,No,17.0,38.641421940482815,35-49
2120,2.0,8,4543.18,4,4,4,444,Platinum,35 Harbort Way,2446,NSW,Australia,8,Male,80,1997-01-03,Manufacturing,Mass Customer,No,1.0,26.79723622825053,20-34
2121,89.0,9,4204.3,1,4,4,144,Bronze,464 Bonner Place,3012,VIC,Australia,8,Female,35,1989-02-15,Financial Services,Mass Customer,Yes,22.0,34.679670501370445,35-49
2123,195.0,6,2289.21,1,3,2,132,Bronze,43 Sunbrook Terrace,4160,QLD,Australia,10,Female,36,1993-03-19,Manufacturing,Affluent Customer,No,2.0,30.5919753399366,20-34
2125,13.0,6,1710.2800000000002,4,3,1,431,Platinum,85 Cody Hill,2770,NSW,Australia,8,Female,9,1975-01-27,Financial Services,High Net Worth,No,18.0,48.73334716824245,35-49
2126,25.0,4,594.06,3,1,1,311,Silver,8209 Tony Plaza,2810,NSW,Australia,1,Male,65,1958-03-29,Health,Mass Customer,Yes,17.0,65.5659994472078,65-79
2127,32.0,5,1884.6200000000001,3,2,2,322,Gold,65675 Spenser Way,3207,VIC,Australia,12,Female,66,1974-02-15,Manufacturing,Mass Customer,No,7.0,49.68066299266048,50-64
2128,13.0,2,1596.3,4,1,1,411,Gold,042 Saint Paul Parkway,2769,NSW,Australia,10,Male,31,1976-09-25,Property,Affluent Customer,Yes,16.0,47.07143761500043,35-49
2129,149.0,2,873.1199999999999,1,1,1,111,Bronze,3516 Kensington Lane,2164,NSW,Australia,9,Male,26,1980-10-07,Manufacturing,High Net Worth,No,3.0,43.03850059370636,35-49
2130,1.0,8,4253.77,4,4,4,444,Platinum,26064 Morningstar Junction,2480,NSW,Australia,2,Female,95,1990-01-01,Property,High Net Worth,Yes,16.0,33.803540259134124,20-34
2132,18.0,8,6401.83,4,4,4,444,Platinum,7518 Canary Parkway,2145,NSW,Australia,9,Female,16,1985-02-02,Financial Services,High Net Worth,Yes,22.0,38.7153454296715,35-49
2133,120.0,5,3126.8399999999997,1,2,3,123,Bronze,32 Spenser Crossing,2880,NSW,Australia,1,Female,44,1998-01-20,Financial Services,High Net Worth,No,3.0,25.75135575158092,20-34
2134,81.0,5,3923.57,2,2,3,223,Silver,654 Kim Parkway,3175,VIC,Australia,3,Male,16,2000-02-21,Manufacturing,Affluent Customer,No,2.0,23.665070612255676,20-34
2136,10.0,4,3917.4700000000003,4,1,3,413,Platinum,99000 Petterle Drive,2062,NSW,Australia,9,Female,21,1965-07-12,Health,High Net Worth,Yes,5.0,58.27769099460439,50-64
2138,43.0,7,4736.450000000001,3,3,4,334,Gold,1861 Golf Course Circle,2216,NSW,Australia,8,Female,23,1978-11-28,Manufacturing,High Net Worth,No,15.0,44.89753945145156,35-49
2139,60.0,5,5380.68,2,2,4,224,Silver,27 Mayer Lane,3756,VIC,Australia,7,Female,87,1982-02-06,IT,Affluent Customer,Yes,7.0,41.705139881302955,35-49
2140,98.0,8,4700.15,1,4,4,144,Bronze,47336 Garrison Court,4670,QLD,Australia,1,Male,59,1976-09-30,Telecommunications,High Net Worth,No,21.0,47.057748079965485,35-49
2141,76.0,4,2611.75,2,1,2,212,Silver,27 Drewry Road,2102,NSW,Australia,10,Female,50,1964-08-21,Financial Services,High Net Worth,Yes,4.0,59.167510771875655,50-64
2144,67.0,8,5253.88,2,4,4,244,Silver,47 Kensington Avenue,2650,NSW,Australia,4,Female,12,1978-04-11,Property,Mass Customer,Yes,9.0,45.5299959700659,35-49
2145,194.0,1,299.27,1,1,1,111,Bronze,9870 Brickson Park Trail,2216,NSW,Australia,8,Female,44,1959-11-11,Entertainment,Affluent Customer,Yes,19.0,63.9451584990706,50-64
2148,137.0,4,2346.1600000000003,1,1,2,112,Bronze,45613 Meadow Valley Center,3976,VIC,Australia,6,Female,78,1989-03-20,Manufacturing,Mass Customer,Yes,15.0,34.58931957013982,35-49
2152,1.0,9,4281.08,4,4,4,444,Platinum,2800 Dottie Trail,3071,VIC,Australia,10,Female,40,1968-11-05,Manufacturing,Mass Customer,Yes,19.0,54.959347702134316,50-64
2154,38.0,6,4268.17,3,3,4,334,Gold,0799 Florence Street,2089,NSW,Australia,9,Female,86,1980-01-08,Manufacturing,High Net Worth,No,6.0,43.78594920661422,35-49
2156,113.0,6,2495.4300000000003,1,3,2,132,Bronze,13852 Burning Wood Terrace,2199,NSW,Australia,1,Male,96,1977-04-08,Retail,Mass Customer,Yes,18.0,46.53754574863767,35-49
2157,161.0,2,338.85,1,1,1,111,Bronze,735 Eastlawn Place,4160,QLD,Australia,8,Female,52,1978-01-30,Property,Mass Customer,No,19.0,45.72438736756208,35-49
2158,50.0,5,1650.61,2,2,1,221,Silver,6 Sauthoff Court,2144,NSW,Australia,9,Male,11,1960-12-18,Entertainment,Mass Customer,No,6.0,62.841781975254236,50-64
2160,47.0,6,2672.77,2,3,2,232,Silver,32705 Shelley Junction,3172,VIC,Australia,8,Female,64,1971-06-26,Health,Mass Customer,Yes,15.0,52.32274325440439,50-64
2162,53.0,4,1779.26,2,1,1,211,Bronze,79291 3rd Circle,2760,NSW,Australia,8,Male,49,1974-05-09,Financial Services,High Net Worth,Yes,10.0,49.45341671108043,50-64
2164,68.0,7,3328.51,2,3,3,233,Silver,63 School Plaza,2145,NSW,Australia,9,Female,12,1973-08-16,Financial Services,Mass Customer,Yes,18.0,50.18169997493937,50-64
2166,58.0,6,3071.34,2,3,3,233,Silver,47204 Rigney Street,2770,NSW,Australia,6,Female,78,1984-11-09,Property,Mass Customer,No,16.0,38.94806752526553,35-49
2168,2.0,3,1863.53,4,1,2,412,Platinum,80 Cordelia Street,4061,QLD,Australia,5,Male,83,1974-11-16,Financial Services,Mass Customer,Yes,17.0,48.930476472745625,35-49
2169,117.0,5,5712.51,1,2,4,124,Bronze,88175 Center Road,2283,NSW,Australia,4,Male,80,1979-02-28,Financial Services,Mass Customer,No,18.0,44.64565200680861,35-49
2170,28.0,6,4828.54,3,3,4,334,Gold,5 Muir Circle,2030,NSW,Australia,12,Male,27,1963-04-27,Manufacturing,Affluent Customer,No,6.0,60.48718194924412,50-64
2171,34.0,6,1251.33,3,3,1,331,Gold,6 Tennyson Place,2138,NSW,Australia,9,Female,21,1970-02-10,Health,High Net Worth,No,10.0,53.69443466490563,50-64
2172,29.0,4,5407.15,3,1,4,314,Gold,698 Lunder Point,2016,NSW,Australia,10,Male,6,1979-01-05,Health,Affluent Customer,Yes,13.0,44.79349898518599,35-49
2173,157.0,4,2250.33,1,1,2,112,Bronze,5 Dixon Junction,2340,NSW,Australia,2,Female,27,1976-09-21,IT,Mass Customer,Yes,22.0,47.08238924302838,35-49
2174,81.0,5,2884.7200000000003,2,2,3,223,Silver,5890 Comanche Trail,3429,VIC,Australia,6,Male,32,1962-09-21,Argiculture,High Net Worth,No,11.0,61.08404567676761,50-64
2175,58.0,4,3173.95,2,1,3,213,Silver,6621 Carberry Crossing,3083,VIC,Australia,8,Male,23,1985-11-01,Health,Mass Customer,No,13.0,37.97063472377063,35-49
2176,28.0,3,2088.0899999999997,3,1,2,312,Gold,322 Scott Plaza,2170,NSW,Australia,5,Female,79,1962-11-09,Property,High Net Worth,Yes,12.0,60.94988823342517,50-64
2177,98.0,5,2762.18,1,2,2,122,Bronze,15811 La Follette Park,2770,NSW,Australia,7,Male,35,1977-10-08,Health,Mass Customer,No,9.0,46.03650876635877,35-49
2178,77.0,4,451.6000000000001,2,1,1,211,Bronze,67143 Bluejay Court,4214,QLD,Australia,8,Female,20,1954-03-18,Retail,Mass Customer,No,12.0,69.59619856149489,65-79
2181,51.0,8,1765.32,2,4,1,241,Silver,9582 Fremont Center,2032,NSW,Australia,11,Male,99,1974-07-17,IT,Mass Customer,Yes,8.0,49.26450112759822,50-64
2182,17.0,8,4766.82,4,4,4,444,Platinum,3 Declaration Circle,4350,QLD,Australia,7,Male,47,1967-04-23,Entertainment,High Net Worth,Yes,16.0,56.49805144006186,50-64
2183,8.0,14,6513.299999999999,4,4,4,444,Platinum,8142 Tomscot Drive,4132,QLD,Australia,4,Female,61,1972-02-07,Manufacturing,Mass Customer,Yes,7.0,51.70397627082498,50-64
2184,37.0,11,7123.000000000001,3,4,4,344,Gold,396 Sachs Road,2147,NSW,Australia,8,Male,49,1971-12-05,Health,Mass Customer,No,11.0,51.879202319272245,50-64
2185,136.0,7,5144.36,1,3,4,134,Bronze,1 Melby Way,2527,NSW,Australia,7,Female,40,1963-10-15,Property,Mass Customer,No,19.0,60.01899985104908,50-64
2186,154.0,3,1956.3899999999999,1,1,2,112,Bronze,53221 Namekagon Parkway,2557,NSW,Australia,9,Female,61,1963-03-18,Health,High Net Worth,No,5.0,60.59669822952365,50-64
